slick	slick-2.0,slick-3.0
ember.js	ember.js-2.0
user	user32
mips	mips32,mips64
intellij-idea	intellij-idea-1,intellij-idea-14
php	php4
utf	utf-16,utf-32,utf-7,utf-8
cycle	cycle2
zftool	zftool2
teambuild	teambuild2010
bbdb	bbdb-3
crc	crc16,crc32,crc64
nghttp	nghttp2
eps	eps10
episerver-mirroring	episerver-mirroring-2.0
concrete	concrete5,concrete5-5.7
servlet	servlet-2.5,servlet-3.0,servlet-3.1
doctrine	doctrine-1.2
ssms	ssms-2005,ssms-2012,ssms-2014
visual-studio	visual-studio-2003,visual-studio-2005,visual-studio-2008,visual-studio-2008-sp1,visual-studio-2010,visual-studio-2010-beta-1,visual-studio-2010-beta-2,visual-studio-2010-sp1,visual-studio-2012,visual-studio-2013,visual-studio-2015,visual-studio-6
sha	sha-3
flash-player	flash-player-11
compact-framework	compact-framework2.0
distutils	distutils2
antlr	antlr2,antlr3,antlr4
pthreads-win	pthreads-win32
sublimetext	sublimetext2,sublimetext3
rust-pre	rust-pre-1.0
mysql	mysql2,mysql4,mysql5,mysql6
sitecore	sitecore5.2,sitecore6,sitecore7,sitecore7.1,sitecore7.2,sitecore7.5,sitecore8
identityserver	identityserver2,identityserver3
azure	azure-1.8
prince	prince2
ui-select	ui-select2
ruby	ruby-1.8,ruby-1.8.7,ruby-1.9,ruby-1.9.1,ruby-1.9.2,ruby-1.9.3,ruby-2.0,ruby-2.1,ruby-2.1.3,ruby-2.1.4,ruby-2.1.5,ruby-2.2
web	web2.0,web3.0
console	console2
jinja	jinja2
elm	elm327
vshost	vshost32
msxml	msxml3,msxml4,msxml5,msxml6
shoes	shoes-4
geoxml	geoxml3
deadbolt	deadbolt-2
libv	libv8
signals	signals2
fortran	fortran2003,fortran2008,fortran77,fortran90,fortran95
syslistview	syslistview32
embedded-v	embedded-v8
xbox	xbox360
reportviewer	reportviewer2008
jffs	jffs2
python	python-2.1,python-2.2,python-2.3,python-2.4,python-2.5,python-2.6,python-2.7,python-2.x,python-3.1,python-3.2,python-3.3,python-3.4,python-3.5,python-3.x
cve	cve-2014-9390
varchar	varchar2
sonarqube	sonarqube-4.0,sonarqube-4.5,sonarqube-5.0
big	big5
photoshop-cs	photoshop-cs3,photoshop-cs4,photoshop-cs5
composite-c	composite-c1
automapper	automapper-2,automapper-3
opf	opf3
libx	libx264
five	five9
swagger-play	swagger-play2
windows-phone-sl	windows-phone-sl-8.1
phpbb	phpbb3
bit	bit64
stringtemplate	stringtemplate-4
xsp	xsp2,xsp4
documentum	documentum6.5
delphi-xe	delphi-xe2,delphi-xe3,delphi-xe4,delphi-xe5,delphi-xe6,delphi-xe7,delphi-xe8
apache-httpclient	apache-httpclient-4.x
construct	construct-2
mongrel	mongrel2
c#	c#-1.2,c#-2.0,c#-3.0,c#-4.0,c#-5.0,c#-6.0
arc	arc42
iphone	iphone-4,iphone-5,iphone-6
nose	nose2
ipv	ipv4,ipv6
knockout	knockout-1.2,knockout-2.0,knockout-3.0,knockout-3.2
udl	udl2
jquery-gmap	jquery-gmap2,jquery-gmap3
sas-ds	sas-ds2
turbogears	turbogears2
openid	openid2
episerver	episerver-6,episerver-6-r2,episerver-7,episerver-8
spring	spring2.x
rot	rot13
cs	cs3,cs4
spring-data-neo	spring-data-neo4j-4
qtquick	qtquick2
http-request	http-request2
ansi	ansi-92
sql-server-ce	sql-server-ce-3.5,sql-server-ce-4
libssh	libssh2
xmlhttprequest-level	xmlhttprequest-level2
qpython	qpython3
raspberry-pi	raspberry-pi2
openui	openui5
redis	redis2.8
exim	exim4
directx	directx-10,directx-11,directx-12,directx-9
rhino-mocks	rhino-mocks-3.5
exiv	exiv2
sage-line	sage-line-50
lua	lua-4.0,lua-5.1,lua-5.2,lua-5.3
mathematica	mathematica-7,mathematica-8
sql-server	sql-server-2000,sql-server-2005,sql-server-2008,sql-server-2008-r2,sql-server-2012,sql-server-2014,sql-server-2016,sql-server-6.5,sql-server-7
resharper	resharper-4.5,resharper-5.0,resharper-5.1,resharper-5.x,resharper-6.0,resharper-6.1,resharper-7.0,resharper-7.1,resharper-8.0,resharper-8.1,resharper-8.2,resharper-9.0,resharper-9.1
dcf	dcf77
delphi-prism	delphi-prism-2010
opencart	opencart2.x
visual-sourcesafe	visual-sourcesafe-200,visual-sourcesafe-2005
dcc	dcc32
sitefinity	sitefinity-4,sitefinity-5,sitefinity-6.x
android-ksoap	android-ksoap2
sproutcore	sproutcore-2
hibernate	hibernate-4.x,hibernate-5.x
minitab	minitab-16
sifr	sifr3
asp.net-web-api	asp.net-web-api2
bs	bs4
msys	msys2
java	java1.4
libgphoto	libgphoto2
bz	bz2
infopath	infopath-2007
vs	vs-2013-update-2
pep	pep8
firebird	firebird1.5,firebird2.1,firebird2.5
lightbox	lightbox2
cql	cql3
camlp	camlp4
struts	struts-1,struts-1.x
flake	flake8
acl	acl2,acl9
symfony1	symfony-1.2,symfony-1.3,symfony-1.4
symfony2	symfony-2.0,symfony-2.1,symfony-2.2,symfony-2.3,symfony2.4,symfony-2.5,symfony-2.6,symfony-2.7,symfony-2.8
odata-v	odata-v3,odata-v4
joomla	joomla1.5,joomla1.6,joomla1.7,joomla2.5,joomla3.0,joomla3.1,joomla3.2,joomla3.3,joomla3.4
aws-ec	aws-ec2
pymongo	pymongo-2.x,pymongo-3.x
reportbuilder	reportbuilder3.0
os	os161
apache-spark	apache-spark-1.2,apache-spark-1.3,apache-spark-1.4
visual-studio-lightswitch	lightswitch-2012,lightswitch-2013
cocos	cocos2d-html5,cocos2d-iphone-2.x,cocos2d-iphone-3,cocos2d-x-2.x,cocos2d-x-3.0,cocos2d-x-win32
sharepoint	sharepoint-2003,sharepoint-2007,sharepoint-2010,sharepoint-2013
gcc	gcc-4.2
float	float80
pywin	pywin32
smarty	smarty2,smarty3
odoo	odoo-8
javafx	javafx-1,javafx-2,javafx-8
openh	openh264
doctrine	doctrine2
perl	perl4,perl5,perl5.10,perl5.12,perl5.14,perl5.16,perl5.18,perl5.6,perl5.8,perl6
abcpdf	abcpdf9
mole	mole-2010
log4j	log4j2
iis	iis-5,iis-6,iis-7,iis-7.5,iis-8,iis-8.5
java-micro-editon-sdk	java-micro-editon-sdk3.0
objective-c	objective-c-2.0
datamapper	datamapper-1.2
visual-web-developer	visual-web-developer-2010
dojo	dojo-1.6,dojo-1.7,dojo-1.8,dojo-1.9
ode	ode45
mali	mali-400
moq	moq-3
emacs	emacs23,emacs24,emacs25
kde	kde4
rcpp	rcpp11
llvm	llvm-3.0,llvm-3.1,llvm-3.2,llvm-4.0
syswow	syswow64
libobjc	libobjc2
nhibernate	nhibernate-2,nhibernate-3,nhibernate-4
java	java-10,java-5,java-6,java-7,java-8,java-9
datatables	datatables-1.10
hmacsha	hmacsha1
blackberry-q	blackberry-q10
hk	hk2
boto	boto3
hl	hl7,hl7-v2,hl7-v3
xmlsec	xmlsec1
silverlight	silverlight-2-rc0,silverlight-2.0,silverlight-3.0,silverlight-4.0,silverlight-5.0
magento	magento-1.12,magento-1.13,magento-1.3,magento-1.4,magento-1.5,magento-1.6,magento-1.7,magento-1.8,magento-1.9,magento-1.9.1
adler	adler32
hd	hd44780
sdk	sdk3.0
gost	gost28147,gost3410,gost3411
pi	pi0
isis	isis2
ucs	ucs2
preview	preview-5
intel	intel-8080
onvp	onvp8
mvccontrib	mvccontrib-3
nmock	nmock2
dmx	dmx512
mochijson	mochijson2
ietf-bcp	ietf-bcp-47
arr	arr-3.0
gwt	gwt-2.2,gwt-2.3,gwt-2.4,gwt-2.5,gwt-2.7
saml	saml-2.0
fedora	fedora-21
int	int128,int32,int64
joomla-k	joomla-k2
sqoop	sqoop2
boxapiv	boxapiv2
embedded-tomcat	embedded-tomcat-7,embedded-tomcat-8
wicket	wicket-1.5,wicket-1.6,wicket-6
as	as86
firebug	firebug1.5
jquery	jquery-1.10,jquery-1.3,jquery-1.3.2,jquery-1.4,jquery-1.5,jquery-1.6,jquery-1.7,jquery-1.8,jquery-1.9,jquery-2.0
ecmascript	ecmascript-3,ecmascript-4,ecmascript-5,ecmascript-6,ecmascript-7
gwtbootstrap	gwtbootstrap3
php	php-5.2,php-5.3,php-5.4,php-5.5,php-5.6,php-7
ssas	ssas-2008,ssas-2008-r2,ssas-2012
derelict	derelict3
freetype	freetype2
swordv	swordv2
flashbuilder	flashbuilder4
symfon	symfon2
subsonic	subsonic2.0,subsonic2.2,subsonic3
xna	xna-3.0,xna-4.0
kibana	kibana-4
gtm-oauth	gtm-oauth2
nrf	nrf51
jms	jms2
centos	centos5,centos6,centos6.5,centos7
trdion	trdion2011
ns	ns2
nt	nt4
ora	ora-00001,ora-00054,ora-00257,ora-00600,ora-00900,ora-00904,ora-00905,ora-00907,ora-00911,ora-00913,ora-00917,ora-00918,ora-00923,ora-00928,ora-00932,ora-00933,ora-00934,ora-00936,ora-00937,ora-00942,ora-00947,ora-00955,ora-00972,ora-00979,ora-00984,ora-00997,ora-01000,ora-01008,ora-01017,ora-01031,ora-01033,ora-01034,ora-01036,ora-01045,ora-01400,ora-01403,ora-01422,ora-01426,ora-01427,ora-01438,ora-01446,ora-01461,ora-01555,ora-01652,ora-01704,ora-01722,ora-01735,ora-01747,ora-01756,ora-01790,ora-01795,ora-01830,ora-01843,ora-01858,ora-01861,ora-02014,ora-02049,ora-02290,ora-02291,ora-03113,ora-03114,ora-04044,ora-04063,ora-04088,ora-04091,ora-04098,ora-06502,ora-06512,ora-06550,ora-06553,ora-08177,ora-12012,ora-12154,ora-12514,ora-12519,ora-12541,ora-12545,ora-12560,ora-12571,ora-12705,ora-12838,ora-12899,ora-17004,ora-20000,ora-24338,ora-27101,ora-28002,ora-29532,ora-29855,ora-31011,ora-38104
beforenavigate	beforenavigate2
xaudio	xaudio2
express	express-4
llvm	llvm5,llvm5.1
jaxb	jaxb2
why	why3
blackberry-os-v	blackberry-os-v4.5,blackberry-os-v5
ggplot	ggplot2
jung	jung2
crystal-reports	crystal-reports-10,crystal-reports-12,crystal-reports-13,crystal-reports-2005,crystal-reports-2008,crystal-reports-2010,crystal-reports-2011,crystal-reports-7,crystal-reports-8.5,crystal-reports-9
oracle	oracle11gr1,oracle11gr2,oracle8
vp	vp8
dcpu	dcpu-16
iterm	iterm2
extjs	extjs2,extjs3,extjs4,extjs4.1,extjs4.2,extjs5,extjs6
sphinx	sphinx4
tomcat	tomcat5,tomcat5.5,tomcat6,tomcat7,tomcat8
oracle-apex	oracle-apex-5
masm	masm32
facebooker	facebooker2
ucma	ucma2.0
ocfs	ocfs2
textmate	textmate2
psr	psr-0,psr-1,psr-2,psr-3,psr-4,psr-7
sourcesafe	sourcesafe-6.0
